Chem ID,SMILES,CAS,CID,InChIKey,logBCF
334,Clc1cccc2cccc(Cl)c12,2050-74-0,16311,ADRYPAGQXFMVFP-UHFFFAOYSA-N,3.79
335,CC(C)CC(C)(c1ccc(OC(F)(F)C(F)F)cc1)c1ccc(OC(F)(F)C(F)F)cc1,163036-60-0,10874352,NRYMOKKTMZLWBL-UHFFFAOYSA-N,3.76
336,CC(C)C(C)C(C)(C)c1ccc(OC(F)(F)C(F)F)cc1,NA,85846138,DSOFYEWBNJAGSM-UHFFFAOYSA-N,3.71
337,COc1c(Cl)c(Cl)cc(Cl)c1Cl,6936-40-9,40774,WMMFIDNWZNCBCT-UHFFFAOYSA-N,3.69
338,Clc1cc2oc3cc(Cl)c(Cl)c(Cl)c3c2cc1Cl,57117-41-6,42138,SBMIVUVRFPGOEB-UHFFFAOYSA-N,3.58
339,Cc1ccc2c(ccc3ccccc32)c1,2531-84-2,17321,KANLOADZXMMCQA-UHFFFAOYSA-N,3.48
340,COc1c(Cl)cc(Cl)c(Cl)c1Cl,938-22-7,13647,ITXDBGLYYSJNPK-UHFFFAOYSA-N,3.34
341,Clc1cc2oc3c(Cl)c(Cl)cc(Cl)c3c2c(Cl)c1Cl,92341-06-5,56400,JZVOLXQREJNTTL-UHFFFAOYSA-N,3.2
342,CCCCC(CC)C(c1ccc(OC(F)(F)C(F)F)cc1)c1ccc(OC(F)(F)C(F)F)cc1,NA,86180805,DUSYFKJUPBZJDU-UHFFFAOYSA-N,3.19
343,COc1cc(Cl)c(Cl)c(Cl)c1,54135-82-9,41019,GUCFBWGWRCILHN-UHFFFAOYSA-N,3.09
344,Clc1cc(Cl)c2c(oc3c(Cl)cc(Cl)c(Cl)c32)c1Cl,75627-02-0,53291,FAHIPPHRJJJQOG-UHFFFAOYSA-N,2.96
345,CCCCCCCc1ccc(OC(F)(F)C(F)F)cc1,NA,18964385,QTPMSIMEHIZOSQ-UHFFFAOYSA-N,2.96
346,CCCCCCC(C)(c1ccc(OC(F)(F)C(F)F)cc1)c1ccc(OC(F)(F)C(F)F)cc1,163036-62-2,71350482,KTMXXSYEAKUNCZ-UHFFFAOYSA-N,2.85
347,Clc1cc2oc3c(Cl)c(Cl)ccc3c2cc1Cl,57117-39-2,42136,MJCNKMDTLRSHNK-UHFFFAOYSA-N,2.72
348,Cc1c(Cl)cccc1[N+](=O)[O-],83-42-1,6740,XCSNRORTQRKCHB-UHFFFAOYSA-N,1.99
349,Cc1ccc(Cl)cc1[N+](=O)[O-],89-59-8,6975,SQFLFRQWPBEDHM-UHFFFAOYSA-N,1.92
350,CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1,315-18-4,9414,YNEVBPNZHBAYOA-UHFFFAOYSA-N,1.42
351,CC1CNC(=S)N1,2122-19-2,2777312,NGZJXCFNBVJLQN-UHFFFAOYSA-N,1
352,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],118-96-7,8376,SPSSULHKWOKEEL-UHFFFAOYSA-N,0.9
353,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,103-23-1,7641,SAOKZLXYCUGLFA-UHFFFAOYSA-N,1.43
354,COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,18181-70-9,28935,LFVLUOAHQIVABZ-UHFFFAOYSA-N,3.62
355,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,298-00-0,4130,RLBIQVVOMOPOHC-UHFFFAOYSA-N,1.72
356,COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(Cl)c1,500-28-7,10372,NZNRRXXETLSZRO-UHFFFAOYSA-N,1.55
357,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,107534-96-3,86102,PXMNMQRDXWABCY-UHFFFAOYSA-N,1.8
358,CCSC(=O)N1CCCCCC1,2212-67-1,16653,DEDOPGXGGQYYMW-UHFFFAOYSA-N,2.22
359,NC(=O)c1c(Cl)cccc1Cl,2008-58-4,16183,JHSPCUHPSIUQRB-UHFFFAOYSA-N,1.5
360,Clc1cc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,35065-29-3,37036,WBHQEUPUMONIKF-UHFFFAOYSA-N,6.06
361,Clc1cc(Cl)c(-c2ccc(Cl)c(Cl)c2Cl)cc1Cl,35065-28-2,37035,RPUMZMSNLZHIGZ-UHFFFAOYSA-N,5.73
362,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,38380-08-4,38019,LCXMEXLGMKFLQO-UHFFFAOYSA-N,5.88
363,Clc1cc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c(Cl)c1Cl,40186-71-8,38410,LJQOBQLZTUSEJA-UHFFFAOYSA-N,5.68
364,Clc1ccc(-c2c(Cl)ccc(Cl)c2Cl)cc1Cl,38380-03-9,38015,ARXHIJMGSIYYRZ-UHFFFAOYSA-N,5.13
365,Clc1ccc(-c2ccc(Cl)c(Cl)c2)cc1,38444-90-5,38039,YZANRISAORXTHU-UHFFFAOYSA-N,4.58
366,Clc1ccc(-c2ccccc2Cl)cc1Cl,38444-86-9,38036,RIMXLXBUOQMDHV-UHFFFAOYSA-N,4.5
367,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,67905-19-5,106027,OJMBMWRMTMHMSZ-UHFFFAOYSA-N,3.72
368,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,70124-77-5,50980,GBIHOLCMZGAKNG-UHFFFAOYSA-N,3.52
369,CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1,80844-07-1,71245,YREQHYQNNWYQCJ-UHFFFAOYSA-N,3.6
370,CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,10453-86-8,5053,VEMKTZHHVJILDY-UHFFFAOYSA-N,3.55
371,CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,81-14-1,6669,WXCMHFPAUCOJIG-UHFFFAOYSA-N,3.09
372,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,1222-05-5,91497,ONKNPOPIGWHAQC-UHFFFAOYSA-N,3.02
373,CC(=O)c1cc2c(cc1C)C(C)(C)C(C)CC2(C)C,21145-77-7,89440,DNRJTBAOUJJKDY-UHFFFAOYSA-N,2.78
374,CCOP(=S)(OCC)SCSC(C)(C)C,13071-79-9,25670,XLNZEKHULJKQBA-UHFFFAOYSA-N,2.63
375,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,16517-11-6,167547,ZTSDOGSKTICNPQ-UHFFFAOYSA-N,2.65
376,CCOP(=S)(OCC)SCn1nnc2ccccc2c1=O,2642-71-9,17531,RQVGAIADHNPSME-UHFFFAOYSA-N,2.27
377,CCNc1nc(NC(C)(C)C)nc(SC)n1,886-50-0,13450,IROINLKCQGIITA-UHFFFAOYSA-N,1.95
378,CCOP(=S)(CC)Sc1ccccc1,944-22-9,13676,KVGLBTYUCJYMND-UHFFFAOYSA-N,1.89
379,CCOP(=S)(OCC)Oc1ccc(S(C)=O)cc1,115-90-2,8292,XDNBJTQLKCIJBV-UHFFFAOYSA-N,1.68
380,COP(=S)(OC)SCn1nnc2ccccc2c1=O,86-50-0,2268,CJJOSEISRRTUQB-UHFFFAOYSA-N,1.62
381,O=C(O)CNCP(=O)(O)O,1071-83-6,3496,XDDAORKBJWWYJS-UHFFFAOYSA-N,1.4
382,CCNc1nc(NC(C)CC)nc(OC)n1,26259-45-0,33443,ZJMZZNVGNSWOOM-UHFFFAOYSA-N,1.2
383,CSc1nnc(C(C)(C)C)c(=O)n1N,21087-64-9,30479,FOXFZRUHNHCZPX-UHFFFAOYSA-N,1.27
384,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,300-76-5,4420,BUYMVQAILCEWRR-UHFFFAOYSA-N,0.93
385,Clc1c(Cl)c(Cl)c(-c2ccccc2)c(Cl)c1Cl,18259-05-7,17348,GGMPTLAAIUQMIE-UHFFFAOYSA-N,4.85
386,Clc1cc(Cl)cc(-c2cc(Cl)ccc2Cl)c1,41464-42-0,38878,WBTMFEPLVQOWFI-UHFFFAOYSA-N,4.85
387,Clc1cc(Cl)c(-c2c(Cl)cccc2Cl)c(Cl)c1,56558-16-8,91662,MTCPZNVSDFCBBE-UHFFFAOYSA-N,4.81
388,Clc1cc(Cl)c(-c2ccc(Cl)c(Cl)c2)c(Cl)c1,56558-17-9,63083,OAEQTHQGPZKTQP-UHFFFAOYSA-N,4.81
389,Clc1cc(Cl)c(Cl)c(-c2ccccc2)c1Cl,33284-54-7,36402,BLAYIQLVUNIICD-UHFFFAOYSA-N,4.71
390,Clc1cc(Cl)c(-c2cc(Cl)ccc2Cl)c(Cl)c1,60145-21-3,63086,PQHZWWBJPCNNGI-UHFFFAOYSA-N,4.58
391,Clc1ccc(-c2ccc(Cl)c(Cl)c2)c(Cl)c1,32598-10-0,36185,RKLLTEAEZIJBAU-UHFFFAOYSA-N,4.59
392,Clc1ccc(Cl)c(-c2c(Cl)cccc2Cl)c1,41464-41-9,38877,SFTUSTXGTCCSHX-UHFFFAOYSA-N,4.3
393,Clc1cc(-c2ccccc2)c(Cl)c(Cl)c1Cl,33284-53-6,36401,HLQDGCWIOSOMDP-UHFFFAOYSA-N,4.39
394,Clc1ccc(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,31508-00-6,35823,IUTPYMGCWINGEY-UHFFFAOYSA-N,4.45
395,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)cc1Cl,32598-14-4,36188,WIDHRBRBACOVOY-UHFFFAOYSA-N,4.38
396,CC(C)c1ccc2ccccc2c1,2027-17-0,16238,TVYVQNHYIHAJTD-UHFFFAOYSA-N,3.97
397,Cc1c(Cl)c(Br)c(Br)c(Br)c1Br,39569-21-6,38294,WMXWTOJJASZOCL-UHFFFAOYSA-N,3.98
398,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,3010-80-8,76379,BPFKTJMHOWDJKI-UHFFFAOYSA-N,3.95
399,Cc1cc(Cl)c(Cl)cc1Cl,6639-30-1,23128,ZCXHZKNWIYVQNC-UHFFFAOYSA-N,3.71
400,Clc1ccc2oc3ccc(Cl)cc3c2c1,5409-83-6,21510,IVVRJIDVYSPKFZ-UHFFFAOYSA-N,3.66
401,CCCCCCc1ccc(-c2ccc(C#N)cc2)cc1,41122-70-7,38764,VADSDVGLFDVIMG-UHFFFAOYSA-N,3.6
402,CC1CC(C)CC(C)(C)C1,4306-65-4,107263,WOJSMJIXPQLESQ-UHFFFAOYSA-N,3.65
403,c1ccc(-c2cccc3ccccc23)cc1,605-02-7,11795,IYDMICQAKLQHLA-UHFFFAOYSA-N,3.51
404,CC(C)C1CCC(C(C)C)CC1,22907-72-8,140972,GMUJGUXGVJZHSK-UHFFFAOYSA-N,3.25
405,Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,79538-32-2,54382,ZFHGXWPMULPQSE-UHFFFAOYSA-N,3.48
406,Clc1cc2ccccc2c2ccccc12,947-72-8,13694,CJWHZQNUDAJJSB-UHFFFAOYSA-N,3.47
407,C=CCCC(CC)CCCC,19780-74-6,550826,FERQWJMFSVKKGT-UHFFFAOYSA-N,3.43
408,Clc1ccc2c(c1)oc1cc(Cl)c(Cl)c(Cl)c12,83704-22-7,55104,MDNZFYGATDCKRB-UHFFFAOYSA-N,3.41
409,C=CCCCCCCCCCC,112-41-4,8183,CRSBERNSMYQZNG-UHFFFAOYSA-N,3.4
410,Nc1ccc(Cc2ccc(N)c(Cl)c2Cl)c(Cl)c1Cl,42240-73-3,148445,PPUHQXZSLCCTAN-UHFFFAOYSA-N,3.36
411,CC(C)CC1CC(C)CCC1C,NA,550310,ZYJPKZNMMTYTPA-UHFFFAOYSA-N,3.37
412,CC1CC(C)CC(C)C1,1839-63-0,35364,ODNRTOSCFYDTKF-UHFFFAOYSA-N,2.41
413,CCCCCCCC(C)C(C)(C)C,62338-09-4,112483,BWEUYKNMLNSHIJ-UHFFFAOYSA-N,3.34
414,Cc1ccc2c(c1)CCCC2(C)C,475-03-6,68057,LTMQZVLXCLQPCT-UHFFFAOYSA-N,3.33
415,Cc1ccc(C)c(Cc2ccccc2)c1,13540-50-6,139495,LJBGURBFHJJQQU-UHFFFAOYSA-N,3.25
416,CCCCCCC(CC)CC,17302-11-3,529886,FKJSIWPQZCKMIL-UHFFFAOYSA-N,3.32
417,CCCCC(C)C(C)C,3074-71-3,26375,WBRFDUJXCLCKPX-UHFFFAOYSA-N,3.32
418,c1ccc(Nc2cccc3ccccc23)cc1,90-30-2,7013,XQVWYOYUZDUNRW-UHFFFAOYSA-N,3.3
419,Clc1cc(Cl)cc(Cl)c1,108-70-3,7950,XKEFYDZQGKAQCN-UHFFFAOYSA-N,3.24
420,CC(C)CC1CCCCC1,1678-98-4,15508,FFROMNOQCNVNIH-UHFFFAOYSA-N,3.3
421,CC(=CC(C)(C)C)CC(C)(C)C,123-48-8,31259,NBUMCEJRJRRLCA-UHFFFAOYSA-N,3.29
422,CC(=CC(C)C)CC(C)C,126690-66-2,44135738,DSBKYWWEBIJMOS-UHFFFAOYSA-N,3.29
423,CCCCCCC1CCCCC1,4292-75-5,20283,QHWAQXOSHHKCFK-UHFFFAOYSA-N,3.29
424,Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,33089-61-1,36324,QXAITBQSYVNQDR-UHFFFAOYSA-N,3.26
425,C=CCCCCCCCC,872-05-9,13381,AFFLGGQVNFXPEV-UHFFFAOYSA-N,3.22
426,c1ccc2c(c1)oc1ccccc12,132-64-9,568,TXCDCPKCNAJMEE-UHFFFAOYSA-N,3.17
427,C=CCCCCCCC,124-11-8,31285,JRZJOMJEPLMPRA-UHFFFAOYSA-N,2.93
428,CCCCC(C)CCCC(C)C,13150-81-7,139395,DHJGXZWEQBKLNV-UHFFFAOYSA-N,3.18
429,Brc1ccc(Br)c(Br)c1Br,22311-25-7,31137,QRFALSDGOMLVIR-UHFFFAOYSA-N,3.18
430,Cc1cccc2c1ccc1ccccc12,832-69-9,13257,DOWJXOHBNXRUOD-UHFFFAOYSA-N,3.18
431,CCCCC(CC)CN1C(=O)C2C(C1=O)C1(C(C)C)C=CC2(C)CC1,13358-11-7,25911,MVKYQJHRHHQPDM-UHFFFAOYSA-N,2.99
432,CC(C)c1cccc(C(C)C)c1,99-62-7,7450,UNEATYXSUBPPKP-UHFFFAOYSA-N,3.15
433,CCCCCCCCC,111-84-2,8141,BKIMMITUMNQMOS-UHFFFAOYSA-N,3.15
434,CC(COc1ccc(Oc2ccccc2)cc1)Oc1ccccn1,95737-68-1,91753,NHDHVHZZCFYRSB-UHFFFAOYSA-N,3.14
435,c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,74-31-7,6319,UTGQNNCQYDRXCH-UHFFFAOYSA-N,3.13
436,CC1CCC(C)c2ccccc21,14109-26-3,138145,KNQXALMJMHIHQH-UHFFFAOYSA-N,3.12
437,Clc1cc(Cl)c(Cl)c(Cl)c1,634-90-2,12468,QZYNWJQFTJXIRN-UHFFFAOYSA-N,3.19
438,Clc1cc2c(oc3c(Cl)cccc32)c(Cl)c1Cl,83704-30-7,44101,JNVHSHPAAMRSKK-UHFFFAOYSA-N,3.11
439,c1ccc(-c2ccccc2-c2ccccc2)cc1,84-15-1,6766,OIAQMFOKAXHPNH-UHFFFAOYSA-N,3.22
440,OCc1cc(Cl)cc(Cl)c1Cl,54135-81-8,41018,MKERQGLKSFEKAE-UHFFFAOYSA-N,3.09
441,CC(Cc1ccc(C(C)(C)C)cc1)CN1CC(C)OC(C)C1,67564-91-4,91695,RYAUSSKQMZRMAI-UHFFFAOYSA-N,3.03
442,Clc1ccc2c(c1)oc1c(Cl)cccc12,74918-40-4,53144,DMOBGFAKTSXOHG-UHFFFAOYSA-N,3.01
443,c1ccc(Cc2ccccc2)cc1,101-81-5,7580,CZZYITDELCSZES-UHFFFAOYSA-N,2.99
444,Cc1ccc2cc(C)c(C)cc2c1,829-26-5,13237,UNBZRJCHIWTUHB-UHFFFAOYSA-N,3
445,C=C1C2CCC(C2)C1(C)C,79-92-5,6616,CRPUJAZIXJMDBK-UHFFFAOYSA-N,3
446,CC(C)COc1ccc2ccccc2c1,2173-57-1,16582,XOHIHZHSDMWWMS-UHFFFAOYSA-N,2.88
447,C=C(C)c1ccc(Cl)cc1,1712-70-5,74381,WQDGTJOEMPEHHL-UHFFFAOYSA-N,2.97
448,C1CCC2CCCC2C1,3296-50-2,10325,BNRNAKTVFSZAFA-UHFFFAOYSA-N,2.91
449,Clc1cc2c(cc1Cl)Oc1ccccc1O2,29446-15-9,34586,YCIYTXRUZSDMRZ-UHFFFAOYSA-N,2.88
450,CC1C=CCC(C)(C)C1,933-12-0,79132,CBERVMGFVLWZSU-UHFFFAOYSA-N,2.87
451,Cc1ccc(C)c(C)c1C,488-23-3,10263,UOHMMEJUHBCKEE-UHFFFAOYSA-N,2.82
452,c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,53-70-3,5889,LHRCREOYAASXPZ-UHFFFAOYSA-N,2.8
453,Brc1cccc(Br)c1,108-36-1,7927,JSRLURSZEMLAFO-UHFFFAOYSA-N,2.73
454,Cc1cccc(C(C)C)c1,535-77-3,10812,XCYJPXQACVEIOS-UHFFFAOYSA-N,2.78
455,COP(=O)(OC)Oc1ccccc1,10113-28-7,82355,XTBBZRRBOAVBRA-UHFFFAOYSA-N,2.76
456,CCc1ccc(CC)cc1,105-05-5,7734,DSNHSQKRULAAEI-UHFFFAOYSA-N,2.69
457,Cc1ccc2ccc3cccc4ccc1c2c34,2381-21-7,16932,KBSPJIWZDWBDGM-UHFFFAOYSA-N,2.73
458,CC(C)CCCCCCCCCCO,85763-57-1,33865,XUJLWPFSUCHPQL-UHFFFAOYSA-N,2.73
459,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,50-32-8,2336,FMMWHPNWAFZXNH-UHFFFAOYSA-N,2.67
460,CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,510-15-6,10522,RAPBNVDSDCTNRC-UHFFFAOYSA-N,2.53
461,O=C(Cc1ccccc1)N=C(NOCC1CC1)c1c(C(F)(F)F)ccc(F)c1F,180409-60-3,135973506,ACMXQHFNODYQAT-UHFFFAOYSA-N,2.72
462,CCc1cc2ccccc2c2ccccc12,3674-75-7,19352,ZWANHXINCHPSIK-UHFFFAOYSA-N,2.52
463,Cc1cc2ccccc2cc1C,581-40-8,11386,WWGUMAYGTYQSGA-UHFFFAOYSA-N,2.71
464,CCCCC(CC)COP(=O)(Oc1ccccc1)Oc1ccccc1,1241-94-7,14716,CGSLYBDCEGBZCG-UHFFFAOYSA-N,2.62
465,ClCCOC(c1ccccc1)c1ccccc1,32669-06-0,141724,ZNVASENTCOLNJT-UHFFFAOYSA-N,2.59
466,c1ccc2c(c1)Nc1ccccc1S2,92-84-2,7108,WJFKNYWRSNBZNX-UHFFFAOYSA-N,2.62
467,Clc1cccc(-c2cccc(Cl)c2)c1,2050-67-1,16307,KTXUOWUHFLBZPW-UHFFFAOYSA-N,2.63
468,CC(C)CCCCCCCOP(=O)(Oc1ccccc1)Oc1ccccc1,29761-21-5,34697,RYUJRXVZSJCHDZ-UHFFFAOYSA-N,2.61
469,Cc1cc(C2CC2)nc(Nc2ccccc2)n1,121552-61-2,86367,HAORKNGNJCEJBX-UHFFFAOYSA-N,2.59
470,CCCOCC(=Nc1ccc(Cl)cc1C(F)(F)F)n1ccnc1,68694-11-1,91699,HSMVPDGQOIQYSR-UHFFFAOYSA-N,2.59
471,Cc1cc2ccccc2c2ccccc12,883-20-5,13438,DALBHIYZSZZWBS-UHFFFAOYSA-N,2.44
472,CCC(C)c1cccc(C(C)CC)c1O,5510-99-6,21685,FHTGJZOULSYEOB-UHFFFAOYSA-N,2.56
473,Clc1cccc(Cl)c1,541-73-1,10943,ZPQOPVIELGIULI-UHFFFAOYSA-N,2.5
474,c1ccc(COCc2ccccc2)cc1,103-50-4,7657,MHDVGSVTJDSBDK-UHFFFAOYSA-N,2.5
475,CC(C)CCCCCCCO,55505-26-5,32898,PLLBRTOLHQQAQQ-UHFFFAOYSA-N,2.51
476,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,115-86-6,8289,XZZNDPSIHUTMOC-UHFFFAOYSA-N,2.42
477,c1ccc2c(c1)CCCC2,119-64-2,8404,CXWXQJXEFPUFDZ-UHFFFAOYSA-N,2.48
478,CC12CCC(C(=Cc3ccccc3)C1=O)C2(C)C,15087-24-8,27021,OIQXFRANQVWXJF-UHFFFAOYSA-N,2.46
479,O=C1c2ccccc2C(=O)c2c(Cl)cccc21,82-44-0,6709,BOCJQSFSGAZAPQ-UHFFFAOYSA-N,2.31
480,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,101-14-4,7543,IBOFVQJTBBUKMU-UHFFFAOYSA-N,2.38
481,c1ccc2c(c1)c1ccccc1c1ccccc21,217-59-4,9170,SLGBZMMZGDRARJ-UHFFFAOYSA-N,2.41
482,Cc1ccc2cc3ccccc3cc2c1,613-12-7,11936,GYMFBYTZOGMSQJ-UHFFFAOYSA-N,2.41
483,c1ccc2nc3ccccc3cc2c1,260-94-6,9215,DZBUGLKDJFMEHC-UHFFFAOYSA-N,2.31
484,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,198-55-0,9142,CSHWQDPOILHKBI-UHFFFAOYSA-N,2.38
485,CCNc1cccc2ccccc12,118-44-5,67043,KDFFXYVOTKKBDI-UHFFFAOYSA-N,2.36
486,O=C1c2ccccc2C(=O)c2c(O)cccc21,129-43-1,8512,BTLXPCBPYBNQNR-UHFFFAOYSA-N,2.2
487,Nc1cc(Cl)c(Cl)c(Cl)c1,634-91-3,12469,XOGYQVITULCUGU-UHFFFAOYSA-N,2.36
488,ClC1CCCCC1,542-18-7,10952,UNFUYWDGSFDHCW-UHFFFAOYSA-N,1.35
489,O=C1c2ccccc2C(=O)c2cc(Cl)ccc21,131-09-9,8553,FPKCTSIVDAWGFA-UHFFFAOYSA-N,2.32
490,Nc1cc(Cl)c(Cl)cc1Cl,636-30-6,12487,GUMCAKKKNKYFEB-UHFFFAOYSA-N,2.32
491,Cc1cccc(C)c1C,526-73-8,10686,FYGHSUNMUKGBRK-UHFFFAOYSA-N,2.33
492,FC(F)(F)c1cccc(Cl)c1,98-15-7,7374,YTCGOUNVIAWCMG-UHFFFAOYSA-N,2.3
493,COc1cccc2ccccc12,2216-69-5,16668,NQMUGNMMFTYOHK-UHFFFAOYSA-N,2.3
494,Brc1ccc(Br)cc1,106-37-6,7804,SWJPEBQEEAHIGZ-UHFFFAOYSA-N,2.26
495,Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl,91-94-1,7070,HUWXDEQWWKGHRV-UHFFFAOYSA-N,2.28
496,COP(=S)(OC)Oc1ccc(SC)c(C)c1,55-38-9,3346,PNVJTZOFSHSLTO-UHFFFAOYSA-N,2.41
497,Cc1ccc(C)c(C)c1,95-63-6,7247,GWHJZXXIDMPWGX-UHFFFAOYSA-N,2.22
498,c1ccc2c(c1)ccc1c3ccccc3ccc21,218-01-9,9171,WDECIBYCCFPHNR-UHFFFAOYSA-N,2.29
499,CCCCOC(=O)c1ccccc1C(=O)OCCCC,84-74-2,3026,DOIRQSBPFJWKBE-UHFFFAOYSA-N,2.25
500,CC(Cc1ccc(C(C)(C)C)cc1)CN1CCCCC1,67306-00-7,91694,MGNFYQILYYYUBS-UHFFFAOYSA-N,2.2
501,CCCCCCCCOc1ccc(C(=O)c2ccccc2)c(O)c1,1843-05-6,15797,QUAMTGJKVDWJEQ-UHFFFAOYSA-N,2.01
502,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,97-23-4,3037,MDNWOSOZYLHTCG-UHFFFAOYSA-N,2.15
503,BrCCCCCCCCCCBr,4101-68-2,221483,GTQHJCOHNAFHRE-UHFFFAOYSA-N,1.97
504,Nc1c(Cl)cc(Cl)cc1Cl,634-93-5,12471,NATVSFWWYVJTAZ-UHFFFAOYSA-N,2.08
505,Nc1cccc2c1C(=O)c1ccccc1C2=O,82-45-1,6710,KHUFHLFHOQVFGB-UHFFFAOYSA-N,2.07
506,CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,60207-90-1,43234,STJLVHWMYQXCPB-UHFFFAOYSA-N,1.8
507,CCCCCCCCCCCCc1ccc(S(=O)(=O)O)cc1,121-65-3,8485,KWXICGTUELOLSQ-UHFFFAOYSA-N,1.58
508,O=C1c2ccccc2C(=O)c2ccccc21,84-65-1,6780,RZVHIXYEVGDQDX-UHFFFAOYSA-N,2
509,Nc1c(Oc2ccc(Br)cc2)cc(O)c2c1C(=O)c1ccccc1C2=O,59722-76-8,108817,NXLZYWCPIVGZKC-UHFFFAOYSA-N,2.01
510,C1CCCCC1,110-82-7,8078,XDTMQSROBMDMFD-UHFFFAOYSA-N,1.95
511,CCCC(Cn1cncn1)c1ccc(Cl)cc1Cl,66246-88-6,91693,WKBPZYKAUNRMKP-UHFFFAOYSA-N,1.97
512,C=C(C)c1ccccc1,98-83-9,7407,XYLMUPLGERFSHI-UHFFFAOYSA-N,1.88
513,CSc1nc(NC(C)C)nc(NC(C)C)n1,7287-19-6,4929,AAEVYOVXGOFMJO-UHFFFAOYSA-N,1.93
514,COc1cc(Cl)c(Cl)cc1O,2460-49-3,17160,HAAFFTHBNFBVKY-UHFFFAOYSA-N,1.95
515,Oc1cc(Cl)cc(Cl)c1,591-35-5,11571,VPOMSPZBQMDLTM-UHFFFAOYSA-N,1.95
516,C=Cc1ccncc1,100-43-6,7502,KFDVPJUYSDEJTH-UHFFFAOYSA-N,1.9
517,CCCCOCCCC,142-96-1,8909,DURPTKYDGMDSBL-UHFFFAOYSA-N,1.89
518,Cc1ccccc1Cl,95-49-8,7238,IBSQPLPBRSHTTG-UHFFFAOYSA-N,1.89
519,CCCN(CC)CC1COC2(CCC(C(C)(C)C)CC2)O1,118134-30-8,86160,PUYXTUJWRLOUCW-UHFFFAOYSA-N,1.9
520,CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,19666-30-9,29732,CHNUNORXWHYHNE-UHFFFAOYSA-N,2.24
521,OC(c1ccccc1)c1ccc(Cl)cc1,119-56-2,8401,AJYOOHCNOXWTKJ-UHFFFAOYSA-N,1.78
522,N#CSCSc1nc2ccccc2s1,21564-17-0,30692,TUBQDCKAWGHZPF-UHFFFAOYSA-N,2.01
523,C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl,35554-44-0,37175,PZBPKYOVPCNPJY-UHFFFAOYSA-N,1.81
524,Oc1ccc(Cl)c(Cl)c1,95-77-2,7258,WDNBURPWRNALGP-UHFFFAOYSA-N,1.8
525,CC(C)(C)c1ccc(O)cc1,98-54-4,7393,QHPQWRBYOIRBIT-UHFFFAOYSA-N,1.78
526,CN(C)C1CSSC1,1631-58-9,15402,DSOOGBGKEWZRIH-UHFFFAOYSA-N,1.74
527,FC(F)(F)c1ccccc1,1998/8/8,7368,GETTZEONDQJALK-UHFFFAOYSA-N,1.68
